,view_count,likes,dislikes,comment_count
43820,1812981,94662,1138,12884
43821,307297,8573,604,1503
43834,371299,49068,378,14217
43838,1694324,146273,2210,56223
43849,5495246,293559,5337,18970
43854,1161703,49097,518,6697
43855,2124378,75313,1392,9796
43867,6504262,199871,3551,11591
43872,1034334,43174,1311,2174
43873,2681747,122318,3032,5234
43879,497899,23846,1107,134
43881,1287596,75146,676,19374
43903,3423892,175997,2998,9322
43906,8645206,555686,8507,41972
43909,1748102,150964,1878,48212
43913,863062,123277,921,6181
43915,3356364,268474,2602,12502
43917,5918624,159395,5715,9380
43927,1584240,45397,1314,3034
43928,441136,10727,1001,1345
43935,1864510,51258,1057,5008
43941,1851881,119502,1335,3692
43942,614792,44467,1218,6118
43943,120969,3603,296,1243
43951,6217360,389429,8874,60774
43959,1554535,51963,961,5048
43962,668824,49988,544,5098
43964,5183210,99608,2513,5552
43968,6131341,249913,3504,19453
43974,1019400,34485,1635,3880
43979,1070843,27931,1194,1899
43985,1014756,39904,1876,163
43989,1566581,57038,515,6061
43998,3155492,367660,2668,31100
44014,3645362,92365,1846,5315
44023,2195411,288849,2259,18294
44025,247829,16065,519,1999
44029,1641920,40004,1826,2591
44032,208540,13635,209,6525
44038,686082,46392,1853,459
44039,4549774,246776,3182,27929
44040,512172,18353,1006,71
44041,1134765,82399,742,12187
44046,6156345,142356,3696,7281
44047,1197255,85841,2300,5215
44049,2181063,106388,1340,13859
44050,2773131,141377,1795,8383
44053,429992,9398,693,1665
44055,626754,42617,426,3199
44063,212364,5805,206,313
44066,2104285,171160,2896,64624
44069,477235,59442,475,15815
44084,5696555,306398,5426,19327
44086,1332841,53557,592,7202
44090,1335880,52491,1629,2474
44091,2324275,79000,1477,10107
44105,2926434,132034,3270,5542
44106,7738393,223878,4109,12983
44115,1431531,79376,751,20354
44117,498099,23747,1103,134
44139,3491780,178671,3032,9444
44141,8841511,563592,8629,42439
44145,1829502,155035,1953,48854
44149,884798,125003,929,6250
44150,3548009,277551,2661,12934
44153,6488407,169744,6271,9686
44163,1743288,48655,1401,3167
44165,429141,10808,1004,1350
44169,1942416,52308,1088,5080
44176,634368,46125,1239,6311
44178,1900018,121274,1357,3784
44179,125979,3626,299,1251
44187,6249833,389731,8909,60678
44199,211284,30372,142,6960
44205,4914077,448619,4420,35673
44206,275674,35875,495,5377
44218,417416,40258,165,1148
44240,4346254,101833,2189,5780
44244,2592228,320547,2605,19754
44246,2082055,48103,2215,3044
44251,237790,14603,234,6793
44254,304248,17137,737,2096
44256,1342102,88702,854,12640
44257,4901960,258843,3325,28624
44259,701777,46487,1869,480
44260,518528,18369,1017,82
44261,792811,49634,514,3500
44264,1403748,98551,2557,5860
44266,2406527,113155,1451,14471
44267,2979643,146991,1891,8659
44268,7227114,157317,4161,7975
44272,473345,10211,717,1815
44280,2382220,186171,3256,69394
44283,317009,8012,290,366
44284,539519,65042,515,16632
44303,5870381,315560,5515,19614
44305,1583085,58851,1835,2706
44306,1474306,56725,656,7524
44310,2454407,81187,1525,10279
44322,3138743,139230,3473,5716
44323,8839546,243830,4560,14032
44332,1535658,82186,795,21020
44334,498237,23753,1103,135
44356,3542753,180574,3060,9537
44360,8967364,568551,8739,42653
44365,1878961,157420,1989,49196
44366,910894,127042,936,6298
44368,3662690,283192,2703,13210
44371,6814965,174528,6516,9840
44379,1854847,50835,1470,3265
44381,431830,10850,1005,1359
44384,2019512,53451,1106,5147
44416,346426,22377,1176,135
44424,356800,37432,303,7957
44425,719281,39201,1189,597
44428,262800,15023,389,2543
44430,5731014,480415,5167,37306
44436,2496256,103499,1935,6164
44464,2809663,338695,2781,20585
44465,2120396,48501,2250,3099
44472,244635,14809,240,6849
44473,1495388,92685,953,12938
44474,5150260,267184,3403,29213
44476,338689,18308,801,2171
44478,704516,46602,1879,486
44479,889043,53217,560,3661
44480,1586652,107734,2758,6337
44481,518740,18370,1016,82
44485,4858301,107784,2386,6075
44487,2566458,117709,1505,14824
44489,3137726,150980,1969,8855
44490,525363,10634,728,1862
44493,8126963,168717,4553,8551
44498,2558452,194662,3526,71864
44502,594121,69067,546,17123
44503,383268,9441,346,393
44522,1756828,63508,1983,2868
44524,5976191,321587,5570,19815
44525,1600904,59519,706,7822
44533,2552421,82840,1564,10473
44537,9817790,259967,4951,14977
44545,3281062,144297,3611,5818
44552,1615587,84134,828,21459
44555,498273,23748,1103,137
44576,3579947,181912,3092,9599
44580,9071865,572803,8816,42859
44585,1909432,158602,2009,49392
44586,930066,128426,937,6329
44588,3750927,287015,2729,13450
44599,2462326,223819,1901,23692
44604,1265209,60590,1610,4145
44607,2067617,96260,5056,14942
44612,1329876,69365,961,5489
44617,347164,25850,128,2701
44634,443735,41580,382,8455
44636,808136,41142,1275,689
44642,6056312,492575,5479,37920
44647,620339,47678,219,1341
44649,3051370,114967,2271,6631
44675,2940099,348086,2893,20905
44682,248266,14856,247,6873
44683,1603035,95176,1032,13133
44684,5412272,274248,3471,29520
44687,1809701,116319,2920,6761
44688,981456,56222,605,3761
44689,705955,46508,1876,486
44692,518798,18303,1014,83
44696,2699229,121097,1551,15000
44697,3262101,153767,2025,8997
44698,557219,11167,752,1809
44701,8935149,178277,4910,8932
44702,352885,18758,843,2200
44707,5109973,110063,2459,6219
44708,2699705,201257,3757,73770
44711,452301,10905,400,432
44712,646609,72189,580,17483
44729,1898990,66832,2108,2935
44734,1731391,62050,763,7951
44737,6057840,324926,5610,19887
44743,2648125,84300,1604,10634
44746,10663398,271987,5250,15581
44757,3380352,147302,3725,5870
44762,1677571,85684,850,21745
44765,498344,23746,1103,137
44785,3612084,182990,3101,9668
44791,9154818,575653,8876,42993
44799,1975195,74351,3173,4730
44802,3684664,260351,2844,26557
44809,1077811,68551,1601,3219
44827,1495393,64417,1857,4315
44830,2535947,103879,6046,16348
44857,389949,22522,1281,162
44859,498361,43901,418,8798
44863,614119,56846,1155,7966
44866,1006416,50652,1623,803
44870,401085,18208,475,2987
44883,6208251,498778,5574,38149
44884,686309,49341,230,1370
44886,3438774,123862,2530,6909
44911,2998364,352392,2938,21015
44918,1678361,96761,1080,13251
44919,250148,14914,247,6895
44921,2134984,126042,3150,7323
44922,5596179,278385,3526,29663
44925,1028048,57605,628,3818
44927,706056,46499,1877,486
44930,518643,18299,1014,83
44933,2800658,123786,1598,15300
44934,3366372,155871,2072,9129
44935,578402,11537,766,1832
44937,9729933,185691,5263,9244
44943,2790982,204773,3880,74812
44945,512649,12147,453,468
44948,671612,73628,588,17632
44953,360598,18995,863,2225
44954,5154168,110318,2477,6237
44968,1976652,68738,2176,3021
44971,1812747,63437,791,8082
44975,6095595,326448,5630,19996
44980,2721075,85525,1642,10718
44985,11226193,279171,5447,15928
44999,600735,61256,303,4789
45000,2014929,113392,2077,5804
45001,1088281,52669,849,3208
45015,6840053,569271,5367,26123
45017,2776842,86085,3908,5407
45026,3883372,262486,2472,21481
45028,275754,13904,811,126
45030,4167712,274817,3131,27591
45034,296452,0,0,107
45042,1389951,78267,1992,3670
45068,1563704,65744,1920,4390
45069,2800782,107677,6528,17059
45070,528390,30378,374,11105
45078,879781,43887,275,3822
45081,1595846,74894,1114,5743
45109,391347,22474,1279,168
45111,528452,45638,432,9022
45116,665217,59554,1260,8357
45117,1141368,57837,1785,901
45121,434837,19138,494,3083
45132,6336584,504182,5656,38399
45134,749956,50782,238,1416
45136,3823043,132524,2778,7192
45156,1237756,23273,753,2321
45164,3039013,355676,2963,21152
45168,2154534,48764,2267,3129
45170,1755710,98521,1120,13384
45171,2312508,129718,3219,7518
45172,252011,14956,249,6911
45173,5700436,280554,3549,29740
45178,1062946,58542,639,3857
45181,706189,46495,1876,487
45184,518670,18295,1014,85
45186,3435318,157296,2095,9208
45187,2854921,125287,1622,15403
45188,594752,11832,787,1889
45190,10319039,191214,5511,9504
45202,943137,24282,507,2572
45207,1765352,67941,1395,4051
45210,3408128,152120,3361,7503
45214,634826,22569,2067,141
45216,858869,72261,426,5336
45227,951855,47920,994,2915
45235,324331,29044,526,11101
45240,9125433,669818,6877,28579
45245,3074535,93373,4275,5769
45249,4289930,278012,2649,22397
45252,1797353,112869,923,21813
45260,4374952,282198,3220,28196
45263,282127,13961,817,141
45266,302892,0,0,109
45269,1543725,84499,2116,3889
45302,2954074,109536,6778,17444
45303,1607377,66523,1961,4421
45304,582549,31814,401,11431
45308,1118756,48098,308,4026
45311,1635716,75536,1133,5794
45339,391729,22480,1279,170
45342,548272,46710,437,9125
45344,703379,61361,1349,8641
45345,1342658,65398,2040,1011
45353,455519,19666,512,3153
45359,6442602,508235,5733,38528
45362,799562,51746,247,1454
45365,4288730,143203,3122,7461
45385,1259599,23563,759,2346
45394,2030985,135170,1541,15679
45400,2254481,112666,1839,5388
45403,474710,43876,570,3359
45409,807895,26571,967,4593
45414,278410,23338,1317,2816
45425,2297016,206367,830,12653
45428,395906,34387,408,4018
45430,1707396,121980,1281,6281
45436,4456478,182666,4347,8550
45439,2044291,73279,1562,4284
45442,455053,29536,1361,0
45446,954681,75910,491,5489
45451,646095,22629,2106,159
45456,1175050,55280,1251,3253
45460,10292655,715198,7625,29842
45463,502507,27098,995,3358
45465,366476,30865,585,11607
45480,3236390,96110,4432,5980
45484,4583101,289523,2811,22999
45494,1937810,117453,979,22183
45495,4512312,286971,3283,28770
45496,284257,14038,823,143
45498,1670056,89883,2225,4066
45501,307269,0,0,110
45529,3104642,111051,6934,17640
45532,1633027,67059,1976,4446
45538,1581277,53055,333,4256
45542,1668664,76373,1153,5825
45548,609733,32440,411,11566
45575,391875,22484,1281,170
45577,563626,47538,441,9198
45579,728890,62558,1411,8796
45581,1391108,67608,2097,1033
45588,469668,19985,526,3183
45592,857868,137666,577,9343
45593,8740990,189481,7646,8859
45601,2845941,160173,2148,17712
45606,675537,28287,387,1744
45609,2062842,80794,1680,5862
45615,176227,6355,191,1162
45618,451793,19146,437,1888
45623,699332,56221,771,4114
45639,622175,41355,747,4728
45641,2195745,138071,1549,6590
45644,2962131,242815,1032,14244
45647,1156928,50314,1826,292
45649,481933,20099,151,1457
45656,797689,54975,1179,876
45658,1272006,86901,3047,554
45667,5064871,198053,4804,9012
45672,2174548,77224,1634,4465
45673,993474,77412,501,5584
45675,456138,29535,1365,0
45679,646873,22650,2108,159
45683,1337100,60136,1392,3475
45692,394147,32135,633,12047
45693,502959,26980,993,3363
45694,10873515,738014,8008,30405
45711,3321290,97634,4497,6080
45716,4823842,297987,2950,23535
45723,2006683,119674,1013,22355
45725,4601084,289948,3327,29126
45727,286057,14042,820,146
45729,1756702,93226,2299,4187
45731,308700,0,0,113
45759,3199337,111762,7003,17735
45762,1646943,67446,1989,4469
45767,2137873,58020,374,4476
45773,1687485,76846,1165,5850
45775,622601,32702,423,11635
45799,728313,70129,684,3234
45806,2460435,153076,4342,34164
45810,366781,24947,624,5585
45812,1825660,182052,1329,11592
45816,1137672,96659,1323,11702
45821,358182,42553,313,7264
45826,436424,11207,466,1364
45828,14201240,221109,10899,9983
45831,158570,223,56,0
45834,297602,15941,249,2228
45836,3228643,173009,2393,18585
45839,3585138,112868,2798,7490
45841,204156,10054,925,246
45843,603121,23384,566,2104
45847,202336,6657,215,1237
45852,802709,61362,847,4411
45870,501633,32871,1763,3753
45873,4423712,89306,2511,6217
45878,926165,27747,1077,4799
45881,200347,19121,158,2587
45885,712691,44518,864,5125
45887,3439856,263525,1114,14977
45889,2405095,144962,1659,6739
45895,1163410,50276,1820,301
45899,524481,21132,165,1510
45908,1274297,86561,3039,554
45911,849408,56061,1215,971
45914,5695529,214268,5343,9506
45915,1019690,78381,510,5627
45920,2307203,81253,1700,4586
45923,456185,29458,1365,0
45927,1549280,66706,1576,3687
45928,647297,22533,2108,159
45939,416362,33062,652,12403
45943,503041,26976,992,3367
45950,11418272,758259,8387,30816
45960,3389472,98933,4551,6155
45971,4666299,292329,3354,29388
45972,2054157,121100,1031,22460
45976,1824421,95878,2370,4257
45977,286167,14040,820,148
45980,5021186,304775,3065,23890
45981,309045,0,0,113
45991,3453649,577390,2130,78449
45994,4615602,186518,6023,17689
45996,1191462,21964,1390,1661
46005,905944,97745,772,10670
46016,1013627,84597,922,3748
46018,168754,15992,96,809
46030,499440,28048,814,6329
46031,2776352,158770,4870,34674
46032,2053414,197007,1431,11992
46040,542023,19978,324,1469
46043,17547447,237200,12414,10671
46045,558176,13653,586,1640
46046,194742,249,56,0
46049,462986,43254,231,5513
46054,311042,16107,261,2261
46055,4451940,130132,3426,8475
46058,3410237,179478,2470,19262
46070,204765,10055,926,246
46071,707738,26154,641,2237
46073,806494,29833,430,1818
46077,872678,64719,912,4602
46083,209293,6775,220,1256
46097,559495,34795,1830,3963
46099,5743680,106395,3224,6880
46106,234094,20876,179,2729
46109,937216,27782,1082,4814
46111,782749,47735,900,5327
46113,3652538,274387,1164,15304
46124,1164293,50274,1815,302
46125,557774,21902,171,1558
46135,1275602,86581,3039,555
46137,886710,56543,1247,1043
46142,1037997,78987,522,5662
46144,6232305,226919,5743,9865
46150,1714363,71354,1705,3845
46152,456204,29453,1365,0
46154,2398495,83706,1750,4695
46156,647394,22527,2108,158
46167,436942,33956,680,12803
46170,503154,26968,992,3366
46174,2565466,150206,1716,6775
46177,11873343,773408,8676,31145
46187,3415460,99520,4581,6191
46193,13428422,843034,8060,111869
46195,5254056,686026,3170,86825
46197,1821994,169234,1958,43014
46200,887793,56311,676,5258
46204,2088329,29725,2318,2087
46205,5185451,454605,3865,29986
46208,5608299,203132,6988,19096
46210,3507970,195642,1364,8638
46217,861502,18497,899,5015
46219,693603,69433,306,3650
46221,262284,14572,250,699
46230,1159361,113474,967,12151
46248,220921,17863,119,844
46250,1119418,89764,1008,3896
46258,276988,21704,186,3716
46262,540556,30319,879,6823
46264,2191198,207631,1475,12173
46268,2895175,163313,5023,34973
46269,1556029,114067,1696,13094
46272,535681,54005,425,8399
46278,19631773,245680,12894,11337
46279,207607,253,58,0
46280,538136,46334,260,5688
46288,5056160,143001,3912,9120
46291,3580015,186806,2577,19961
46294,313180,16139,261,2262
46296,659891,22608,374,1573
46297,617218,14944,643,1775
46306,787101,27995,707,2326
46307,204815,9986,923,245
46309,819288,29975,434,1823
46310,927354,67401,954,4739
46323,212808,6829,220,1262
46329,604630,36128,1883,4093
46332,6832798,119393,3854,7413
46342,253859,21914,189,2797
46345,818842,49257,929,5462
46346,943905,27870,1089,4827
46349,3795153,280907,1201,15521
46357,1165416,50311,1812,299
46359,573594,22285,180,1581
46367,1276618,86598,3040,555
46371,910184,56883,1266,1087
46379,1052230,79459,530,5694
46383,1834886,74652,1807,3966
46386,6564739,235417,6015,10094
46387,456202,29448,1365,0
46390,647903,22540,2116,158
46391,2708106,413152,1059,24356
46393,2192119,200245,1620,15949
46394,1240611,98475,424,18584
46397,593633,51647,315,3248
46398,8036132,532930,5797,42515
46399,1049957,56199,1049,2398
46405,17343415,917976,10718,113676
46409,6303679,743830,3548,91641
46411,1273803,67093,983,6085
46412,2525996,201750,2566,49344
46423,6288405,499642,4944,31773
46429,2687428,36189,2841,2405
46430,438796,49015,164,1589
46440,5874602,208674,7249,19743
46443,1233087,24943,1290,6324
46447,823408,77507,350,3852
46448,327965,17134,329,804
46457,3959821,211166,1550,9014
46463,1392025,124666,1176,13367
46477,256853,18992,129,857
46480,330128,23366,235,3876
46482,1174821,92635,1044,4002
46495,612969,34010,994,7505
46497,2300946,216330,1504,12352
46498,2994959,167154,5140,35116
46499,1670669,119699,1820,13540
46502,574323,56614,449,8660
46507,610316,49269,300,5840
46508,20404254,252134,13153,11764
46510,222526,261,60,0
46518,5659499,155630,4428,9716
46520,3707819,192091,2670,20477
46525,314373,16133,264,2263
46529,736010,24394,425,1632
46533,655144,15782,682,1861
46535,845550,29442,750,2414
46537,204793,9986,923,243
46540,3916500,286237,1244,15691
46541,971998,69495,985,4852
46551,829099,30132,436,1828
46560,641467,37215,1913,4210
46561,7745421,128692,4337,7995
46569,214898,6873,220,1271
46570,269217,22648,192,2847
46573,852059,50672,965,5641
46579,948533,27948,1097,4834
46588,1166306,50326,1812,299
46590,588628,22583,184,1608
46594,4840936,512827,2446,27708
46599,3935139,274932,3045,19254
46602,270225,13938,312,934
46603,1739025,114456,738,20883
46611,11125823,623960,7621,46849
46612,905946,62710,526,3745
46613,1544711,73458,1578,2789
46624,348191,64589,91,7376
46627,2358123,156951,1954,13816
46631,2113233,34764,994,2172
46633,353256,30984,366,2805
46636,1085939,39445,1290,1825
46637,3181631,239084,3079,54910
46640,20200418,938626,11648,113788
46641,812358,94845,442,7045
46642,1638983,78771,1213,6938
46644,7300356,802150,3807,96252
46656,7079979,526137,5527,32801
46666,3113376,41225,3140,2592
46669,518790,54716,183,1691
46676,1490530,28857,1478,7099
46677,6012975,211275,7348,20206
46683,823049,38455,1002,449
46685,925291,84067,369,4000
46690,367698,18734,373,896
46698,1551800,132018,1281,14148
46713,376944,24280,262,3939
46714,290087,19967,138,881
46718,1221686,94981,1074,4075
46731,651011,35581,1021,7756
46732,2412354,224326,1529,12508
46733,3093800,170367,5270,35338
46734,4357241,223822,1692,9299
46735,1781858,124065,1940,13820
46739,803439,25629,448,1670
46740,602920,58575,470,8872
46742,672809,51446,329,5983
46745,266641,269,61,0
46746,20764299,258555,13339,12203
46756,6127688,165681,4743,10243
46757,3814506,196088,2728,20925
46759,315161,16140,264,2266
46769,905683,31037,798,2497
46771,204809,9986,923,243
46776,682873,16389,703,1902
46777,1008560,71065,1016,4954
46781,4026713,290952,1267,15805
46791,2190045,178213,1234,23541
46803,1937603,119936,1664,9609
46804,660882,27972,612,3400
46808,6197506,566433,3107,29637
46812,202209,10923,592,1466
46825,13457959,670236,8633,49153
46826,565523,16967,533,1088
46829,207706,11495,149,1501
46831,5051113,308715,3674,20853
46837,1960488,119644,802,21744
46844,1017939,65469,568,3901
46846,1755648,79944,1716,2953
46857,2871455,171947,2279,14867
46861,2479586,38234,1113,2398
46862,456516,35111,432,3096
46865,3480077,249948,3201,57184
46866,398372,69222,103,7670
46868,1866969,84825,1319,7457
46869,1278564,42822,1422,1977
46870,23657078,967734,12923,116347
46874,8041437,834333,3914,99354
46885,862919,96843,453,7166
46887,7517032,538334,5779,33565
46895,3440552,44564,3328,2667
46897,588095,58093,191,1759
46905,1299244,60400,1543,566
46906,1696080,31528,1614,7587
46910,6101265,214233,7435,20400
46913,994433,87319,391,4122
46919,382351,19247,387,930
46928,1645490,135473,1334,14789
46942,318553,20517,146,890
46944,390360,24442,270,3951
46946,1250623,95995,1087,4132
46959,669263,36272,1028,7796
46960,2497232,228152,1543,12648
46961,3152679,171890,5344,35470
46962,4598458,229233,1767,9439
46963,1887741,127149,2019,14036
46966,722787,52591,354,6081
46968,617906,59623,479,8979
46971,321430,280,61,0
46972,850749,26409,476,1691
46975,21071432,263179,13456,12230
46981,6500936,171727,4946,10593
46984,4055689,201752,2797,21404
46989,315725,16152,264,2274
46991,10229079,529393,7926,43173
46997,3469003,202970,2318,26351
47005,677914,37908,302,4577
47012,5862183,379392,4474,19958
47024,637476,30724,710,6672
47030,2408936,134383,2041,10666
47034,6843219,593073,3366,30571
47035,1123971,28570,2498,1387
47038,5770063,331702,4051,21880
47041,474278,15102,160,1611
47050,247738,12866,188,1570
47051,119197,2897,53,925
47052,178336,6918,156,1793
47054,624724,18378,573,1127
47055,14886249,698567,9360,50396
47064,2048594,121849,823,22175
47065,297193,29724,347,920
47070,736686,66097,385,5158
47073,1058042,66509,575,3976
47074,1864868,84495,1825,3044
47086,3186885,180418,2471,15251
47090,2719942,40553,1230,2541
47091,516401,37600,458,3245
47094,3685668,259259,3343,58908
47096,2026330,89152,1404,7796
47099,24767180,975989,13276,117158
47100,8594140,856171,4028,101601
47112,7833974,547924,6016,34241
47113,424223,72048,109,7861
47115,1401385,45668,1523,2016
47122,885731,97880,450,7240
47124,3724096,47805,3500,2778
47125,627388,60149,201,1817
47132,1735251,76971,1955,641
47135,1843414,33563,1724,7920
47140,6187353,216830,7481,20521
47141,1048613,89973,401,4224
47149,390680,19538,395,953
47158,1714772,138008,1356,15247
47167,342481,20914,150,898
47173,394466,24508,272,3956
47177,1274611,97019,1108,4190
47185,4792784,234270,1841,9570
47188,679724,36744,1030,7868
47189,2567291,231858,1557,12755
47190,3198270,173079,5444,35587
47197,1585562,53589,1251,5604
47198,15384572,566874,11150,49945
47203,286427,19399,589,175
47205,290306,11667,208,2293
47208,264179,12233,101,2770
47217,4124957,215211,2745,28093
47236,8278782,414985,5675,20918
47239,475821,37399,170,2893
47243,845198,38999,341,5079
47249,694314,31680,769,6907
47253,1560656,32912,3056,1651
47257,911055,32757,845,3722
47260,2783646,147319,2306,11303
47266,7226869,600324,3449,31165
47267,6260497,339956,4186,22678
47274,243157,11498,632,1571
47275,543498,15616,180,1686
47276,732343,26388,180,1311
47283,281065,13781,205,1629
47284,207384,7415,163,1952
47288,661562,18657,576,1150
47289,122371,2904,49,939
47293,15875864,707716,9675,51088
47298,773268,66911,394,5257
47300,354280,32055,388,1019
47302,2102621,122410,831,22366
47307,1082689,66869,580,4013
47316,1953672,86558,1854,3111
47321,3391030,183185,2548,15495
47326,548829,37982,468,3319
47327,2878957,41541,1307,2598
47328,3828129,261927,3369,60191
47329,2146602,91079,1439,8021
47333,9026872,863436,4062,103134
47334,25516309,984871,13697,117746
47340,899961,97946,452,7272
47348,8106816,552333,6101,35911
47353,441525,73076,109,7966
47359,4055213,50214,3714,2877
47360,653806,60690,205,1856
47365,2121199,96795,2396,740
47372,1966319,34541,1788,8154
47373,1518429,47323,1587,2095
47374,4919927,235656,1884,9652
47378,6243197,218470,7516,20661
47381,1088431,90883,412,4301
47387,395133,19600,391,962
47392,3588558,256202,3847,21527
47402,1716882,97620,690,29413
47407,2148659,59106,1460,6094
47409,17574586,592250,12269,51666
47422,453491,16816,205,3676
47425,373371,12318,344,2448
47426,320374,19676,647,205
47428,4425664,221453,2836,28940
47434,961841,41670,375,5449
47446,11102703,444092,6476,21746
47447,518237,38471,188,2974
47457,1921343,37284,3428,1812
47463,721409,32167,804,7016
47466,1009862,34448,928,3816
47477,7611594,609619,3545,31675
47478,6672250,347069,4298,23273
47482,585827,16054,192,1713
47484,3079292,157382,2504,11822
47488,249037,11558,637,1595
47491,311417,14770,223,1671
47494,233652,7958,170,2111
47495,766215,20427,628,1231
47497,758120,26876,184,1327
47501,124110,2920,50,950
47503,444355,35279,436,1159
47509,16628979,717596,9945,51683
47513,796506,67222,399,5405
47514,2145112,123137,842,22603
47519,1101931,67164,587,4070
47531,2024693,88405,1898,3173
47534,3645819,187914,2676,15753
47537,3062830,42912,1372,2703
47538,569909,38466,478,3368
47542,3983636,266510,3427,60933
47543,2251398,93286,1513,8198
47547,9361156,870041,4106,104148
47550,25838142,988126,13866,118212
47554,910732,98299,451,7301
47562,8292484,555858,6195,36131
47571,4467336,53500,3952,3020
47573,687467,62189,213,1930
47575,454079,73996,112,8042
47577,2796094,121886,3061,840
47586,2040181,35237,1833,8327
47587,5012347,236909,1908,9707
47588,1647002,49652,1676,2179
47592,6004582,303463,6508,24793
47597,833719,46583,914,418
47600,2233144,107303,1021,31956
47601,517394,37537,324,1023
47606,590655,26833,3997,438
47610,345019,12994,318,3302
47624,2469585,63904,1562,6474
47626,18845248,607622,12903,52906
47629,707371,25165,405,5101
47634,395636,12428,389,2490
47635,332330,19837,666,226
47641,4624221,225203,2900,29538
47653,1007146,42389,390,5569
47666,12744315,456488,6876,22282
47674,536753,38847,196,3005
47677,2132110,39608,3611,1933
47683,734072,32264,810,7047
47686,1073651,35453,978,3855
47694,7943062,617793,3648,32115
47697,6965380,351516,4392,23714
47704,609962,16266,198,1737
47706,884959,21860,680,1291
47707,252058,11595,638,1616
47709,256441,8459,181,2183
47711,340711,15696,239,1690
47712,3340455,166849,2712,12193
47715,770589,27078,187,1344
47718,125017,2927,50,956
47720,500551,37034,475,1225
47727,17233674,726788,10232,52185
47731,813216,67596,403,5465
47732,2179089,123635,847,22738
47741,1117423,67378,590,4084
47753,3917897,191765,2795,15939
47755,2073521,89845,1942,3243
47757,3165499,43592,1412,2748
47758,581746,38729,480,3391
47760,4066787,268460,3454,61237
47763,2312291,94435,1546,8302
47768,9631469,875168,4136,104962
47771,26038234,990426,13973,118568
47775,919440,98588,454,7320
47781,8470850,559166,6257,36274
47790,4835808,56400,4191,3145
47807,7461380,336899,7683,26906
47810,1215071,15809,1249,1723
47822,662260,13477,429,1862
47838,1346125,69541,1424,597
47839,635076,39967,379,1071
47844,833416,34387,6089,670
47847,2523014,112363,1153,33137
47854,363203,13095,356,3340
47863,1093145,34251,578,6648
47865,2742145,67522,1643,6812
47867,19938745,619401,13324,54024
47884,405440,12465,401,2499
47885,336318,19819,666,232
47893,4734205,227105,2921,29936
47907,1025763,42720,393,5637
47917,13901322,466487,7178,22628
47927,2308000,41384,3783,2025
47928,548822,39088,197,3019
47934,737243,32358,820,7067
47937,1134893,36302,1031,3901
47944,8209605,622791,3726,32460
47947,7205403,354696,4468,24113
47953,960209,22707,708,1330
47956,276052,8879,189,2238
47957,557459,38806,512,1282
47958,255322,11646,640,1636
47959,625795,16405,203,1760
47966,3555216,173981,2877,12467
47967,363613,16326,249,1710
47969,125577,2935,51,957
47976,17689354,733116,10404,52512
47978,776918,27153,187,1348
47981,827524,67941,411,5506
47983,2205586,124074,856,22871
47987,1131808,67643,592,4119
47993,5442989,114433,3231,6122
47995,950752,49927,1225,3070
48005,615822,25635,340,1539
48025,1925879,75824,535,12727
48028,880311,45985,401,4003
48035,609260,27416,1208,135
48036,8376300,369603,8467,28653
48040,205030,10011,161,1273
48041,1591187,19750,1600,2048
48047,661441,24243,222,1488
48056,973136,19247,593,2487
48068,1764213,92048,1831,713
48074,2656517,116888,1204,33683
48075,697624,43865,397,1120
48076,1250918,49482,9643,986
48092,366222,13112,353,3346
48096,1325345,40933,748,7404
48103,2955044,70160,1696,7000
48104,21288042,637804,14050,55104
48121,407218,12478,399,2501
48122,336736,19849,666,234
48129,4820274,229294,2961,30162
48144,1037633,43058,398,5678
48153,15182632,474904,7464,22951
48163,2484127,43564,3967,2136
48167,557550,39400,198,3034
48172,741987,32434,824,7084
48173,1153962,36471,1037,3907
48181,8392020,628033,3789,32804
48183,7398711,358403,4548,24438
48187,596641,40073,536,1329
48190,1002833,23364,732,1349
48192,1744772,166388,1021,14611
48204,338007,22619,604,4286
48212,1843447,67706,2535,4306
48215,8168496,127836,4120,6501
48219,206703,10682,470,1715
48220,402501,20833,192,828
48225,236460,338,160,0
48229,401516,32536,126,3569
48238,777791,31700,444,1729
48245,1669525,99801,602,11148
48259,2199404,86593,638,13740
48262,978293,49477,462,4238
48273,8915210,392779,8935,29796
48274,614439,27476,1217,142
48277,233804,11153,185,1344
48279,1807867,22734,1751,2263
48286,1241958,24861,756,2997
48302,715526,26188,243,1539
48308,2058444,109328,2108,786
48312,1723131,68638,13141,1396
48313,749563,47364,415,1172
48316,2739499,120412,1240,34102
48332,367947,13126,353,3350
48333,1458502,45830,856,7857
48339,3059981,71250,1747,7183
48340,22435385,653918,14661,56228
48357,408498,12495,399,2507
48358,336877,19861,667,237
48364,4999569,234290,3034,30547
48383,1044580,43326,400,5707
48389,16384300,481129,7645,23128
48394,1373768,41703,2046,4942
48397,500544,28268,471,1175
48398,6643378,231483,9129,1013
48401,1369067,75561,1018,5058
48403,2108364,196909,3950,35079
48411,2416604,191904,1490,16209
48432,487369,25265,1102,4763
48439,2252127,77039,2896,4888
48440,1864659,104949,660,11532
48442,9901160,133074,4338,6721
48443,292697,12359,605,2008
48447,324580,424,212,0
48448,674525,43448,189,4350
48450,496975,24027,228,908
48452,658362,16150,513,368
48462,965693,38576,528,1918
48469,1471250,71015,1952,6071
