,view_count,likes,dislikes,comment_count
137155,328788,8829,0,330
137160,612511,46049,0,3280
137165,3363393,193548,0,13010
137166,703968,44336,0,2396
137167,158659,6895,0,505
137170,416412,16867,0,1128
137173,4856871,159633,0,6802
137174,601193,12617,0,459
137176,699092,23927,0,1418
137179,618683,14842,0,1072
137180,1038669,64790,0,2565
137182,2311778,56411,0,1629
137185,464270,11604,0,503
137186,5197745,177679,0,4180
137194,1604304,113524,0,6912
137203,235784,12667,0,849
137214,768751,41217,0,4051
137224,724458,37651,0,1929
137227,1089273,75759,0,11251
137229,2034974,96788,0,2469
137231,1633897,105544,0,2813
137233,788149,58986,0,3429
137234,165083,6429,0,2615
137235,1893786,63235,0,3407
137239,1312341,35917,0,1812
137240,2258199,53237,0,2390
137251,2393672,71434,0,3917
137255,2724356,114359,0,6635
137256,765553,55689,0,3112
137259,1780739,98135,0,3726
137264,525017,23434,0,4647
137267,444808,24500,0,1448
137270,272733,11190,0,740
137274,695743,34671,0,1285
137281,394767,25945,0,1196
137282,873243,21315,0,4567
137287,793663,29484,0,1250
137291,1208072,70328,0,1979
137294,601262,17823,0,1070
137305,309823,0,0,0
137308,303964,24254,0,722
137309,3103090,233954,0,10302
137311,617563,19242,0,1118
137312,1190405,35796,0,1017
137324,407555,28761,0,1609
137330,740524,23972,0,690
137331,673072,33412,0,1580
137341,554516,19548,0,336
137343,304115,14977,0,2001
137348,166960,7502,0,4269
137350,930719,53953,0,2114
137352,1409395,128894,0,12893
137357,2397626,101026,0,10289
137360,3541107,245947,0,11373
137361,573317,25623,0,1272
137364,1262069,60316,0,4138
137365,578460,15198,0,767
137371,1869516,71227,0,4041
137374,406449,8879,0,650
137376,831327,61974,0,762
137380,521255,8857,0,551
137393,5162539,424448,0,26440
137395,469501,31007,0,1597
137396,786566,69858,0,9608
137401,1813354,98038,0,3536
137402,473337,28825,0,1891
137405,1132597,47691,0,2743
137407,201953,13614,0,532
137411,769898,25648,0,1180
137415,1896776,121111,0,7254
137423,444154,33338,0,1644
137427,149789,12376,0,4422
137429,316618,15071,0,994
137435,172268,13338,0,2942
137436,271216,7508,0,552
137459,1800431,130169,0,11885
137464,1006959,48247,0,4524
137472,833518,40754,0,2081
137473,1222735,83458,0,12399
137483,2256233,102362,0,2544
137487,1739715,109905,0,2896
137491,860130,62222,0,3575
137496,172515,6523,0,2638
137498,1490494,39507,0,1938
137502,2128663,68408,0,3644
137506,2691387,77475,0,4132
137510,2580828,57891,0,2550
137512,896721,61383,0,3327
137515,3093092,123425,0,6894
137517,2073868,107285,0,3534
137524,558362,24130,0,4928
137526,511205,28106,0,1537
137530,283262,11615,0,759
137539,787382,38015,0,1339
137540,889143,21540,0,4610
137541,846331,30906,0,1299
137543,421590,27094,0,1212
137548,1241187,71064,0,1997
137549,737852,22230,0,1273
137562,311386,0,0,0
137565,311637,24673,0,732
137566,3207241,237089,0,10394
137568,641710,19782,0,1148
137570,1193612,35858,0,1025
137581,431043,29912,0,1653
137587,710555,35054,0,1640
137592,1490759,88566,0,3747
137594,405204,28700,0,1642
137599,545137,53549,0,2995
137605,687706,39305,0,1974
137607,6778139,468173,0,27956
137609,1047510,80739,0,10730
137612,258269,15589,0,570
137614,560247,55110,0,2827
137620,678493,36139,0,2352
137621,1875937,133447,0,2402
137624,2250108,112075,0,3887
137625,301554,12443,0,639
137627,1659253,95861,0,2951
137629,518647,13371,0,923
137631,229811,12723,0,977
137633,1246315,63829,0,1920
137637,305444,7747,0,515
137638,270645,15945,0,617
137648,926929,29064,0,1265
137651,2145304,128258,0,7732
137655,220138,15505,0,5431
137662,484238,35539,0,1728
137665,355484,16208,0,1045
137670,2041605,141112,0,12662
137672,292834,7837,0,571
137678,1560180,57820,0,3395
137686,206004,14609,0,3215
137702,1324167,89176,0,13084
137704,1168941,52727,0,4634
137706,894469,42671,0,2211
137718,2486250,107659,0,2593
137721,1825917,113318,0,2974
137725,925416,64795,0,3728
137729,1787782,47398,0,2229
137735,174702,6554,0,2647
137736,3041325,84988,0,4409
137740,2374269,74222,0,3957
137746,2747240,60241,0,2654
137748,1058895,67238,0,3531
137752,2249268,112384,0,3639
137753,3338198,129909,0,7110
137760,597660,31831,0,1634
137762,592658,24825,0,5159
137765,291076,11942,0,763
137772,897813,32366,0,1341
137774,907203,21841,0,4638
137775,841497,39685,0,1384
137780,440451,27861,0,1226
137781,1020900,28996,0,1715
137783,1265727,71664,0,2010
137792,2831704,96846,0,8080
137793,1905362,69950,0,1472
137796,657925,14632,0,1527
137803,263723,21736,0,1065
137804,652896,33939,0,926
137812,571649,45027,0,1349
137813,1772556,97247,0,3965
137815,516331,12844,0,953
137816,557305,34243,0,1865
137822,1083840,70554,0,1537
137824,328412,6144,0,165
137825,225009,8277,0,500
137828,692251,61002,0,3225
137829,968422,64627,0,2265
137837,828725,44332,0,2235
137841,229462,12615,0,1193
137843,179265,12679,0,971
137844,318559,18091,0,673
137846,1206558,86692,0,11307
137850,7615949,485174,0,28662
137851,644975,60243,0,3025
137852,312582,20666,0,1451
137858,777454,39805,0,2537
137860,2244847,115354,0,3152
137861,361130,14015,0,683
137863,2058175,143060,0,2521
137864,2519367,120144,0,3999
137866,629974,14798,0,995
137869,2060698,71398,0,3891
137870,271475,14098,0,1071
137872,1680734,78117,0,2219
137874,315921,17618,0,665
137877,353548,8845,0,584
137888,1005746,30875,0,1307
137892,261763,17379,0,5946
137900,2218572,130240,0,7888
137904,506557,36737,0,1763
137906,383279,17096,0,1086
137907,1272875,55925,0,4830
137909,2201067,147613,0,13115
137922,303527,8004,0,577
137936,1611591,100662,0,14813
137938,219110,15080,0,3271
137944,958646,44656,0,2324
137954,3414532,92260,0,4650
137957,2637118,111033,0,2603
137958,1890324,115843,0,3029
137962,2198820,56220,0,2568
137964,970306,66355,0,3828
137971,176111,6574,0,2648
137979,2594560,78974,0,4173
137981,2942445,62590,0,2760
137985,1164464,70828,0,3691
137986,3661808,138311,0,7343
137990,2004052,84722,0,10133
137992,788512,40851,0,2918
137998,541264,65908,0,3361
138009,3360596,103850,0,8701
138012,2271389,76915,0,1602
138015,546745,54043,0,4541
138016,932280,18725,0,1790
138021,255515,11998,0,1920
138034,346751,26277,0,1303
138035,436052,23639,0,593
138037,753268,37649,0,1015
138045,654474,49313,0,1446
138046,692266,16041,0,1139
138050,633290,37258,0,1977
138052,1987550,104792,0,4123
138059,266878,9588,0,552
138062,1223528,76431,0,1655
138063,1299723,76779,0,2548
138066,803216,68717,0,3426
138074,917232,47420,0,2404
138075,357908,19792,0,716
138081,260936,13634,0,1274
138083,1318331,90974,0,11636
138085,706499,63911,0,3307
138088,8692721,506089,0,29414
138090,443739,7886,0,213
138093,437724,15654,0,732
138094,210108,13835,0,1060
138096,2541170,124490,0,3267
138097,834931,42032,0,2652
138098,2214452,151023,0,2582
138100,2797935,127448,0,4098
138102,322573,21003,0,1460
138103,736743,16623,0,1083
138106,2329441,77383,0,4146
138107,302890,15032,0,1120
138108,1892381,85455,0,2346
138111,349453,18697,0,699
138115,384889,9585,0,618
138127,1068867,32388,0,1339
138136,288403,18529,0,6263
138139,2246407,130892,0,7924
138142,524664,37557,0,1779
138143,1383554,58874,0,5006
138144,403811,17648,0,1108
138155,2313894,151606,0,13407
138160,310542,8091,0,581
138172,1762761,107017,0,15825
138186,1149829,48884,0,2468
138194,2395195,88937,0,10697
138197,709714,68151,0,3830
138198,1168927,51769,0,3599
138203,239352,22426,0,1145
138207,539571,29211,0,990
138213,823468,83449,0,4102
138214,163144,7618,0,746
138225,378192,19414,0,917
138228,1134887,33635,0,1922
138232,440264,29628,0,1457
138233,1018863,95982,0,4052
138240,618340,57631,0,4711
138242,1177276,22130,0,1949
138243,3577031,106557,0,8917
138247,2560698,80635,0,1661
138249,292408,12305,0,2034
138258,390717,29220,0,1391
138259,496997,25766,0,628
138273,809970,18183,0,1285
138274,732217,53477,0,1502
138278,680171,38886,0,2033
138280,2320021,116107,0,4243
138285,295788,11333,0,608
138289,1329336,80344,0,1734
138291,1450701,81835,0,2643
138292,914997,76070,0,3558
138300,402105,21383,0,749
138302,997688,49976,0,2521
138303,818484,40178,0,1051
138305,2347016,157090,0,2631
138310,1414673,94074,0,11921
138312,282019,14217,0,1340
138313,777004,67389,0,3465
138315,9458657,513567,0,29691
138317,500708,8715,0,229
138318,489153,16731,0,763
138321,2762611,130541,0,3347
138322,873236,43394,0,2724
138323,225187,14405,0,1132
138324,3030138,131888,0,4144
138327,822597,18151,0,1181
138330,2595833,82595,0,4399
138332,328263,21160,0,1466
138333,324667,15565,0,1147
138335,2093282,91240,0,2442
138338,370518,19299,0,720
138340,401270,9979,0,635
138354,1115094,33451,0,1369
138363,2285072,131329,0,7929
138366,537111,38054,0,1786
138368,1471294,61326,0,5158
138371,418077,18022,0,1127
138379,309996,19301,0,6440
138385,2388765,154288,0,13558
138389,315381,8167,0,584
138390,16846983,3253577,0,572010
138395,863639,89547,0,7056
138397,4726069,250088,0,12864
138400,362274,10014,0,763
138409,213160,3922,0,314
138411,609193,35410,0,2314
138414,204458,17737,0,1499
138415,390643,11173,0,731
138416,319388,16554,0,554
138422,2484607,90328,0,10855
138423,1588013,107053,0,3312
138424,907758,77698,0,4361
138425,1204860,71295,0,4019
138427,235090,18047,0,2192
138429,1867293,47916,0,2621
138433,1410986,59892,0,4078
138438,303428,25012,0,1293
138446,756828,40246,0,1333
138454,970495,96211,0,4532
138455,355212,35829,0,5829
138459,186915,7947,0,801
138466,416765,20625,0,946
138469,1395946,38419,0,2154
138474,1527371,103649,0,4272
138477,475398,31173,0,1516
138487,687990,61281,0,4816
138490,94401,4087,0,0
138491,1322249,24046,0,2047
138493,3646433,109386,0,9134
138494,3528266,84744,0,1745
138498,297602,12396,0,2040
138502,545194,27428,0,656
138508,437119,31605,0,1483
138519,900978,19680,0,1367
138521,800188,56410,0,1550
138523,706717,39893,0,2078
138525,2553939,122682,0,4408
138529,373352,14293,0,718
138533,1531109,84609,0,2661
138535,998540,80826,0,3688
138536,1407071,82866,0,1768
138544,431272,22409,0,773
138547,1052438,51637,0,2633
138553,1486584,96269,0,12119
138554,835337,69929,0,3702
138556,295945,14609,0,1447
138557,9900372,519019,0,29969
138561,529251,17631,0,787
138564,868697,41855,0,1079
138565,2411594,159721,0,2666
138566,2905874,134362,0,3382
138568,898980,44400,0,2795
138570,2787992,87122,0,4595
138571,233599,14688,0,1160
138572,3207759,135352,0,4262
138573,906852,19451,0,1253
138575,531373,9191,0,233
138576,339464,15871,0,1166
138579,2239394,95688,0,2542
138583,383516,19658,0,731
138584,330535,21208,0,1468
138588,416202,10378,0,658
138590,39678617,5453360,0,911451
138595,1016849,63597,0,2836
138604,1427615,28494,0,1070
138605,2030736,187067,0,14824
138611,1066659,98026,0,7634
138613,589603,8010,0,296
138617,364561,29886,0,2783
138619,5610951,274307,0,14807
138623,405008,29159,0,3057
138627,414645,38301,0,1983
138629,1220070,28701,0,1469
138630,466824,12253,0,970
138641,280728,4790,0,393
138642,725228,39541,0,2496
138646,2207463,53946,0,2910
138649,400985,19304,0,623
138651,1024445,84033,0,4612
138652,1555894,84186,0,4466
138653,288666,20551,0,2595
138655,253593,20139,0,1674
138656,2530353,91050,0,10930
138659,1716611,112510,0,3398
138662,1614652,66551,0,4427
138676,819424,43723,0,1477
138677,505934,13489,0,825
138680,324168,26193,0,1330
138685,1130740,107502,0,4917
138691,400005,38733,0,6100
138692,193231,8085,0,813
138699,438961,21298,0,949
138706,1775476,108472,0,4394
138707,1572957,41101,0,2260
138708,497494,32068,0,1549
138719,727304,63130,0,4878
138721,1425469,25445,0,2110
138723,95386,4101,0,0
138724,4349734,86538,0,1782
138727,3681187,110641,0,9259
138730,300779,12431,0,2048
138731,578764,28509,0,668
138741,460388,32696,0,1530
138751,956284,20548,0,1435
138753,840530,57943,0,1575
138755,2714321,127164,0,4551
138757,458644,18326,0,825
138758,723536,40486,0,2116
138763,1588912,86550,0,2696
138764,1054359,83874,0,3787
138769,1446951,84099,0,1764
138773,450028,23108,0,799
138776,1097920,52910,0,2743
138781,1583742,99413,0,12297
138783,882193,71894,0,3779
138785,593087,18997,0,808
138786,900037,42822,0,1092
138788,10163905,522149,0,30042
138790,47553629,6109468,0,1017693
138792,1324408,107126,0,5808
138796,1249035,114445,0,5449
138799,1163268,83369,0,2683
138800,1438890,78395,0,3328
138802,274846,22157,0,3319
138816,884380,50910,0,6363
138817,524987,17598,0,1304
138821,344839,44331,0,3074
138825,247458,16956,0,1355
138834,1636100,30425,0,1137
138835,2193756,195374,0,15355
138840,1206437,105049,0,7983
138842,832521,22754,0,985
138846,669449,8984,0,337
138849,6115928,290127,0,15444
138850,462072,31714,0,3309
138854,457126,42161,0,2101
138856,507405,13394,0,1037
138863,1426994,31653,0,1582
138868,342845,5883,0,430
138869,830698,43229,0,2665
138874,2441338,57853,0,3026
138878,339794,23044,0,2780
138879,1103352,88446,0,4794
138880,468386,21706,0,659
138882,440840,33360,0,3128
138883,1735103,90002,0,4638
138887,2559400,91521,0,10969
138888,1992434,78584,0,4935
138892,1806266,116110,0,3477
138901,942414,52373,0,1806
138910,273106,21204,0,1736
138914,337540,26969,0,1355
138915,1256393,115712,0,5197
138919,425453,40193,0,6223
138920,626395,15854,0,882
138922,197326,8164,0,823
138926,454466,21749,0,963
138934,1984665,112830,0,4491
138936,513837,32850,0,1574
138941,1741388,44039,0,2403
138946,751655,64206,0,4895
138950,1516395,26643,0,2183
138952,98105,4107,0,0
138953,5268771,88211,0,1809
138956,3707543,111719,0,9329
138958,608947,29410,0,687
138961,303436,12449,0,2055
138967,474226,33311,0,1550
138978,1018793,21534,0,1471
138980,869299,59162,0,1600
138982,556951,22795,0,931
138984,2834573,130207,0,4627
138987,735123,40873,0,2124
138989,928339,43639,0,1104
138990,53135626,6541821,0,1088802
138991,548069,37453,0,1973
138993,2186942,239159,0,12227
138994,906226,81879,0,4877
138997,1609550,135290,0,5734
138998,435130,26626,0,5824
139000,252833,8145,0,1299
139006,1590298,116720,0,6382
139017,386505,14965,0,709
139018,1723528,87040,0,3704
139019,1317324,90879,0,2868
139021,348279,25492,0,3720
139022,202935,6359,0,395
139024,207938,13611,0,2049
139027,290289,15844,0,1061
139032,439514,7945,0,169
139035,1669227,112068,0,5763
139046,1028492,55864,0,6639
139048,1397937,119669,0,5590
139049,595836,19036,0,1368
139052,405531,49417,0,3217
139057,278152,18448,0,1458
139066,1749127,31457,0,1141
139067,2310465,203082,0,15559
139071,1363005,113417,0,8300
139075,6440656,299565,0,15616
139076,505120,34267,0,3463
139080,731349,9750,0,348
139084,578226,48971,0,2327
139085,926453,24652,0,1014
139086,538948,14193,0,1068
139089,1547823,33438,0,1639
139097,411196,6953,0,473
139099,942877,46713,0,2783
139106,2635262,60621,0,3048
139107,548152,24147,0,689
139109,408107,25419,0,2990
139110,1160724,91594,0,4901
139111,481503,35308,0,3254
139113,1870963,94070,0,4724
139117,2546465,93283,0,5460
139118,2579696,91807,0,11003
139127,1865730,118716,0,3491
139132,1143023,65507,0,2304
139142,1357642,122197,0,5343
139144,351145,27735,0,1372
139146,288670,22097,0,1772
139148,750623,17878,0,940
139149,444831,41377,0,6304
139152,200382,8226,0,827
139155,1872591,46324,0,2414
139157,467760,22103,0,972
139164,2155403,116092,0,4493
139165,526572,33367,0,1570
139173,775812,65279,0,4913
139178,1601766,27691,0,2219
139179,6191974,89633,0,1818
139181,101614,4116,0,0
139184,636869,30182,0,694
139185,3732207,112653,0,9372
139191,693798,56015,0,2830
139196,508402,41133,0,3344
139197,765081,44866,0,2420
139199,57210173,6854375,0,1141626
139200,1271886,98290,0,5506
139204,2609131,263757,0,13130
139206,2154231,84236,0,2596
139209,1850329,143860,0,6181
139210,349309,10251,0,1779
139218,650482,34162,0,7263
139224,392616,16308,0,1807
139238,1699426,120212,0,6592
139242,788462,35636,0,1339
139244,451955,17195,0,792
139246,392576,27772,0,3938
139248,243133,7399,0,453
139250,1899708,93032,0,3861
139251,1392549,94617,0,2937
139252,230260,14403,0,2136
139257,507775,8896,0,191
139258,1972856,126155,0,6364
139259,314161,16744,0,1098
139271,1147805,60459,0,7149
139275,646181,19977,0,1402
139277,467431,54284,0,3326
139282,317940,20148,0,1591
139295,2355184,205650,0,15701
139296,1822354,32238,0,1152
139302,1462714,121883,0,5643
139303,1455604,118147,0,8511
139307,6652270,305388,0,15867
139308,526996,35771,0,3573
139313,1019298,26531,0,1042
139315,620438,51229,0,2428
139317,562897,14812,0,1101
139320,776716,10243,0,362
139324,2787270,62942,0,3109
139328,457104,7689,0,502
139330,1026038,49312,0,2888
139335,463564,27231,0,3102
139336,600764,25767,0,722
139337,1645543,34621,0,1656
139339,1213412,94251,0,4995
139340,509852,36661,0,3335
139341,3191190,110572,0,6152
139343,1953645,96357,0,4627
139351,2592974,92006,0,11046
139353,1407285,82315,0,2971
139362,1911399,121225,0,3522
139372,1429511,126827,0,5485
139373,363667,28372,0,1379
139375,827362,19030,0,986
139377,460364,42186,0,6380
139383,203019,8281,0,837
139385,479568,22436,0,980
139386,300990,22806,0,1810
139393,1163494,47343,0,4476
139395,872089,35360,0,1028
139402,623284,9365,0,398
139406,746688,46942,0,5564
139407,658298,30714,0,2207
139409,516389,23625,0,778
139411,815344,60898,0,2934
139418,225258,8281,0,568
139420,611577,45200,0,3617
139422,307461,30451,0,1164
139424,2669649,97189,0,2855
139425,1473222,107126,0,5723
139429,60095331,7114038,0,1183735
139430,877808,48568,0,2572
139432,2986777,288855,0,13850
139434,2044195,152657,0,6538
139435,407930,11552,0,1958
139445,772816,37641,0,7946
139450,467213,18565,0,2030
139465,557582,20117,0,927
139466,918155,38144,0,1374
139467,1762149,122385,0,6725
139470,428765,29373,0,4064
139471,277577,8212,0,489
139475,254736,15273,0,2211
139476,2019711,96901,0,4023
139478,1440743,97067,0,2996
139479,589748,9967,0,270
139482,2158727,134327,0,6616
139488,355150,17907,0,1208
139494,1244194,64184,0,7363
139500,689077,20768,0,1432
139501,512472,57592,0,3411
139504,362992,21803,0,1840
139521,2381119,206856,0,15794
139523,1877814,32848,0,1175
139524,1520507,120897,0,8638
139528,6841455,310283,0,16121
139530,534565,36827,0,3680
139531,1148530,28769,0,1075
139533,1509067,123480,0,5660
139536,650983,52893,0,2487
139539,587627,15617,0,1149
139547,2929072,64940,0,3169
139549,812779,10652,0,371
139552,494101,8273,0,521
139553,1089938,51228,0,2963
139559,518221,28905,0,3237
139560,636818,26845,0,752
139562,1729863,35572,0,1684
139563,3686799,123699,0,6641
139564,1251297,96120,0,5072
139565,527218,37434,0,3397
139568,2024438,98412,0,4692
139574,1648469,97042,0,3558
139577,2603695,92134,0,11092
139584,1948769,122721,0,3540
139590,1925609,205528,0,12325
139591,2980673,169209,0,8485
139595,860037,28187,0,1238
139596,1550887,40389,0,3244
139599,1386728,69564,0,4424
139610,1313217,49676,0,4732
139612,457629,29408,0,4146
139623,1059405,39840,0,1155
139636,576676,49100,0,4390
139638,738870,52206,0,620
139639,761557,11294,0,457
139644,359651,31689,0,2207
139646,845061,50623,0,5931
139647,766746,33872,0,2379
139648,1040183,29680,0,1310
139649,1027863,39968,0,1434
139650,594214,26505,0,850
139652,875690,64116,0,3022
139657,1240037,40394,0,8525
139660,680959,47795,0,3843
139661,266128,9387,0,598
139663,2975522,105265,0,2964
139667,1624887,113359,0,5873
139668,1032347,53104,0,2691
139672,62773427,7310253,0,1216778
139673,334287,32391,0,1213
139674,3185816,302374,0,14225
139677,456594,12739,0,2134
139679,2205434,160643,0,6789
139688,549288,20648,0,2228
139707,625429,21888,0,1019
139711,1809022,123876,0,6772
139713,300712,8728,0,516
139714,449067,30140,0,4147
139717,653517,10564,0,281
139719,2111053,99527,0,4099
139720,2360720,140042,0,6750
139721,1475580,98674,0,3029
139722,267373,15642,0,2246
139734,1329387,67235,0,7527
139735,367518,18112,0,1209
139740,727450,21366,0,1457
139742,404704,23074,0,1947
139743,540309,59546,0,3474
139760,1923969,33422,0,1185
139761,1563751,122517,0,8729
139762,2396445,207508,0,15818
139767,6991316,313816,0,16271
139768,550489,37700,0,3778
139769,1253746,30311,0,1104
139774,667733,53799,0,2508
139775,1548476,124605,0,5711
139777,611867,16277,0,1175
139789,835021,10912,0,366
139792,2604860,244688,0,14262
139794,1116865,137420,0,6365
139796,4034967,187769,0,9356
139797,618644,13807,0,1246
139800,2455868,556232,0,18527
139801,1302532,36624,0,1543
139808,2118528,49489,0,3836
139811,418232,10228,0,1603
139816,1751834,77808,0,4964
139821,352980,10794,0,717
139823,219023,16894,0,2142
139828,517460,13258,0,1597
139830,425752,11129,0,348
139833,512299,16145,0,699
139834,355826,29238,0,1730
139835,419222,22488,0,1317
139838,212226,3146,0,294
139839,234031,8570,0,609
139841,660028,38137,0,4209
139842,355945,20265,0,599
139847,1451047,48279,0,3734
139851,1466798,51689,0,4871
139855,515454,30930,0,4400
139865,1173179,42442,0,1178
139873,826808,56342,0,660
139877,872540,12725,0,496
139882,924272,53553,0,6154
139883,622125,51568,0,4485
139884,1246571,33570,0,1535
139886,855561,36319,0,2463
139890,1109449,41221,0,1458
139891,920416,66086,0,3072
139892,1525504,42834,0,8876
139893,668307,28881,0,886
139895,406024,34207,0,2326
139896,3239216,111846,0,3052
139900,308672,10408,0,640
139902,732331,49610,0,3945
139906,1729356,117475,0,5981
139910,1153601,56389,0,2752
139915,3305721,310151,0,14412
139916,527697,14334,0,2263
139917,64862697,7459953,0,1241142
139924,2347632,170273,0,6927
139926,351955,33572,0,1247
139932,600846,21677,0,2310
139944,686117,23406,0,1106
139951,316712,9043,0,545
139952,463683,30668,0,4187
139954,720841,11199,0,267
139957,1856567,125481,0,6834
139958,2184342,101499,0,4148
139959,2433560,143081,0,6898
139960,1507538,100036,0,3054
139962,275839,15877,0,2262
139970,1413005,70081,0,7623
139977,372065,18236,0,1211
139982,762965,21921,0,1476
139983,438421,24131,0,2014
139984,559305,60658,0,3500
140011,2946757,265936,0,15021
140012,1334258,156495,0,6941
140015,508893,11282,0,595
140019,813010,16583,0,1366
140021,4584455,201604,0,9891
140027,2921771,621203,0,19645
140029,1554864,42419,0,1716
140030,394451,8454,0,2914
140037,2634212,58144,0,4456
140038,590097,17764,0,733
140043,1981454,84139,0,5305
140044,278453,18439,0,2255
140046,423996,12499,0,801
140051,617422,15395,0,1807
140053,505055,13048,0,378
140055,331903,11616,0,722
140058,460980,23698,0,1706
140061,267095,3875,0,328
140063,392875,30810,0,1806
140066,392580,21635,0,631
140074,1608658,53675,0,4921
140077,1533810,50081,0,3817
140080,854598,45397,0,4636
140085,551839,32273,0,4582
140095,1240452,43889,0,1196
140098,891849,59121,0,676
140101,980495,14085,0,557
140108,1410357,36504,0,1622
140109,1010284,56319,0,6320
140115,649748,53071,0,4554
140116,935792,38511,0,2532
140117,1735909,44881,0,9109
140118,1179868,42194,0,1479
140119,948400,67309,0,3088
140121,3455333,117322,0,3119
140127,779991,51176,0,4047
140128,721944,30647,0,907
140130,334230,10990,0,656
140133,1817599,121141,0,6040
140134,429770,35425,0,2371
140138,1245940,59033,0,2802
140139,595820,15904,0,2409
140141,3398851,315873,0,14493
140142,66597605,7582915,0,1262684
140149,2508426,179369,0,7058
140154,639493,22486,0,2361
140159,362846,34281,0,1255
140168,745440,24895,0,1166
140175,784658,11819,0,282
140177,475128,31044,0,4229
140178,328016,9268,0,558
140181,1896612,126739,0,6875
140182,1534801,101189,0,3056
140183,2243952,102945,0,4200
140184,2486059,145275,0,6925
140187,281752,16051,0,2279
140190,4557677,273172,0,11615
140196,321683,13472,0,1105
140204,354816,23969,0,2616
140205,521210,19655,0,1202
140206,722232,66230,0,4191
140207,117849,12266,0,753
140215,317669,16633,0,2361
140217,481590,43498,0,2054
140228,1075475,54692,0,3697
140231,368531,45678,0,1569
140232,126763,7191,0,413
140238,554023,48434,0,2280
140245,178788,6794,0,1087
140252,1606047,176520,0,7420
140253,3230838,281621,0,15537
140255,609990,13315,0,663
140261,895731,17662,0,1412
140263,4988375,213016,0,10244
140264,1890178,48798,0,1950
140265,523719,10426,0,3546
140269,3636626,721123,0,21471
140273,3143806,65219,0,4862
140278,649984,18877,0,768
140286,1054666,10643,0,1680
140290,2281802,91705,0,5729
140291,477677,13674,0,874
140293,309303,19442,0,2321
140294,736183,18043,0,2054
140296,420961,14184,0,820
140297,554524,14018,0,393
140299,483378,24409,0,1732
140302,313172,4405,0,369
140307,421578,31907,0,1864
140311,414317,22308,0,653
140318,1774281,55250,0,4985
140323,928011,47911,0,4783
140325,1571190,50791,0,3865
140329,586322,33343,0,4701
140342,1286426,44870,0,1218
140346,934685,60805,0,689
140348,1107059,15623,0,593
140352,1521550,38324,0,1661
140353,1073988,57999,0,6487
140359,1929778,46313,0,9419
140360,999196,40332,0,2597
140361,972373,68437,0,3119
140362,1247948,43060,0,1510
140364,3628411,121288,0,3177
140367,679819,54519,0,4624
140370,815817,52245,0,4157
140375,777010,32376,0,932
140376,446143,36275,0,2416
140377,1318694,61043,0,2850
140378,1883915,123858,0,6108
140381,676622,17620,0,2580
140383,347124,11313,0,661
140384,3469579,320172,0,14619
140385,68010978,7676226,0,1280276
140390,6875332,337490,0,13560
140394,1072749,69882,0,3517
140399,1880159,122318,0,3243
140402,143442,8226,0,560
140406,131337,4102,0,76
140410,461532,21950,0,592
140412,330255,21471,0,1404
140415,627166,26252,0,1502
140425,375753,17011,0,746
140426,462588,17209,0,1352
140430,260629,44437,0,964
140435,450337,28625,0,3047
140439,237694,13892,0,532
140440,257274,6215,0,352
140443,194962,2922,0,224
140446,151026,14389,0,834
140447,153499,10561,0,866
140448,592703,21585,0,1270
140449,144579,10710,0,279
140450,810469,71586,0,4441
140459,580586,50028,0,2219
140464,371774,18833,0,2696
140471,173156,9174,0,483
140474,1651882,63637,0,4301
140476,444628,52374,0,1852
140487,204637,7666,0,1185
140489,593797,50870,0,2356
140494,793074,17888,0,824
140498,1825714,192246,0,7712
140504,3399810,291054,0,15821
140506,5277379,222429,0,10528
140507,2212380,55476,0,2184
140508,626637,11866,0,3969
140510,951104,18494,0,1453
140512,4192983,796861,0,22597
140514,3521634,70273,0,5113
140521,697306,19757,0,793
140531,1387276,10741,0,1685
140532,547254,17627,0,911
140535,830312,19970,0,2221
140536,2434279,95269,0,5963
140537,344854,20613,0,2396
140538,509798,14352,0,913
140543,598082,14788,0,410
140544,503043,25042,0,1757
140545,353739,4840,0,408
140551,442644,32734,0,1891
140557,428914,22851,0,658
140565,1893999,56182,0,5023
140568,1014534,50726,0,4879
140577,598907,33845,0,4778
140585,1598618,51392,0,3930
140587,1329542,45802,0,1241
140589,1226591,17150,0,641
140594,6104496,693742,0,43311
140598,692421,81168,0,7127
140599,445923,52435,0,2148
140603,8480481,372740,0,14196
140608,253814,22200,0,1621
140611,1425895,84194,0,3826
140613,568595,15038,0,2736
140620,720826,55102,0,5280
140621,2599418,148505,0,3692
140623,570875,21995,0,983
140624,1941498,191325,0,6601
140627,280093,10016,0,425
140631,243139,6162,0,212
140632,307205,12890,0,706
140633,219987,10896,0,729
140637,132608,9959,0,1006
140638,141283,7266,0,456
140642,155664,11708,0,542
140644,1351700,49916,0,1980
140645,259479,5830,0,115
140648,349001,25441,0,792
140649,189217,13070,0,386
140654,570205,25953,0,695
140660,431940,25758,0,1551
140663,382780,34662,0,4585
140666,723110,29134,0,1672
140669,434972,18767,0,776
140679,336162,53773,0,1125
140680,552172,21366,0,1478
140685,288784,15906,0,564
140686,333922,7435,0,374
140688,511512,31884,0,3327
140694,174709,12368,0,298
140695,183038,11994,0,912
140698,875204,75029,0,4583
140699,173167,15924,0,845
140700,690078,24097,0,1336
140712,657579,54189,0,2329
140716,417672,20498,0,2824
140720,213998,10729,0,520
